Date,Adj Close,Date,Adj Close
4/23/2014,4126.970215,4/23/2014,22.459999
4/24/2014,4148.339844,4/24/2014,21.629999
4/25/2014,4075.560059,4/25/2014,20.48
4/28/2014,4074.399902,4/28/2014,20.23
4/29/2014,4103.540039,4/29/2014,20.889999
4/30/2014,4114.560059,4/30/2014,21.190001
5/1/2014,4127.450195,5/1/2014,20.690001
5/2/2014,4123.899902,5/2/2014,21.57
5/5/2014,4138.060059,5/5/2014,21.41
5/6/2014,4080.76001,5/6/2014,21.450001
5/7/2014,4067.669922,5/7/2014,20.440001
5/8/2014,4051.5,5/8/2014,19.25
5/9/2014,4071.870117,5/9/2014,19.780001
5/12/2014,4143.859863,5/12/2014,20.889999
5/13/2014,4130.169922,5/13/2014,20.290001
5/14/2014,4100.629883,5/14/2014,19.83
5/15/2014,4069.290039,5/15/2014,19.780001
5/16/2014,4090.590088,5/16/2014,20.84
5/19/2014,4125.810059,5/19/2014,20.85
5/20/2014,4096.890137,5/20/2014,20.91
5/21/2014,4131.540039,5/21/2014,25.09
5/22/2014,4154.339844,5/22/2014,25.68
5/23/2014,4185.810059,5/23/2014,27.02
5/27/2014,4237.069824,5/27/2014,26
5/28/2014,4225.080078,5/28/2014,25.940001
5/29/2014,4247.950195,5/29/2014,26.209999
5/30/2014,4242.620117,5/30/2014,25.610001
6/2/2014,4237.200195,6/2/2014,25.540001
6/3/2014,4234.080078,6/3/2014,25.219999
6/4/2014,4251.640137,6/4/2014,25.93
6/5/2014,4296.22998,6/5/2014,25.84
6/6/2014,4321.399902,6/6/2014,25.98
6/9/2014,4336.240234,6/9/2014,26.049999
6/10/2014,4338,6/10/2014,26.74
6/11/2014,4331.930176,6/11/2014,29.450001
6/12/2014,4297.629883,6/12/2014,29.23
6/13/2014,4310.649902,6/13/2014,29
6/16/2014,4321.100098,6/16/2014,31.610001
6/17/2014,4337.22998,6/17/2014,31.93
6/18/2014,4362.839844,6/18/2014,32.48
6/19/2014,4359.330078,6/19/2014,31.790001
6/20/2014,4368.040039,6/20/2014,33.77
6/23/2014,4368.680176,6/23/2014,33.439999
6/24/2014,4350.350098,6/24/2014,33.41
6/25/2014,4379.759766,6/25/2014,33.07
6/26/2014,4379.049805,6/26/2014,34.169998
6/27/2014,4397.930176,6/27/2014,34.25
6/30/2014,4408.180176,6/30/2014,35.130001
7/1/2014,4458.649902,7/1/2014,34.48
7/2/2014,4457.72998,7/2/2014,32.790001
7/3/2014,4485.930176,7/3/2014,32.709999
7/7/2014,4451.529785,7/7/2014,31.57
7/8/2014,4391.459961,7/8/2014,27.74
7/9/2014,4419.029785,7/9/2014,28.59
7/10/2014,4396.200195,7/10/2014,27.99
7/11/2014,4415.490234,7/11/2014,27.85
7/14/2014,4440.419922,7/14/2014,27.950001
7/15/2014,4416.390137,7/15/2014,27.120001
7/16/2014,4425.970215,7/16/2014,26.77
7/17/2014,4363.450195,7/17/2014,26.15
7/18/2014,4432.149902,7/18/2014,26.889999
7/21/2014,4424.700195,7/21/2014,27.209999
7/22/2014,4456.02002,7/22/2014,28
7/23/2014,4473.700195,7/23/2014,28.549999
7/24/2014,4472.109863,7/24/2014,28.57
7/25/2014,4449.560059,7/25/2014,28.700001
7/28/2014,4444.910156,7/28/2014,29.049999
7/29/2014,4442.700195,7/29/2014,29.17
7/30/2014,4462.899902,7/30/2014,30.139999
7/31/2014,4369.77002,7/31/2014,30.27
8/1/2014,4352.640137,8/1/2014,29.959999
8/4/2014,4383.890137,8/4/2014,30
8/5/2014,4352.839844,8/5/2014,30.280001
8/6/2014,4355.049805,8/6/2014,29.540001
8/7/2014,4334.970215,8/7/2014,29.82
8/8/2014,4370.899902,8/8/2014,29.24
8/11/2014,4401.330078,8/11/2014,29.700001
8/12/2014,4389.25,8/12/2014,28.73
8/13/2014,4434.129883,8/13/2014,28.030001
8/14/2014,4453,8/14/2014,27.799999
8/15/2014,4464.930176,8/15/2014,26.4
8/18/2014,4508.310059,8/18/2014,28.52
8/19/2014,4527.509766,8/19/2014,27.57
8/20/2014,4526.47998,8/20/2014,27.48
8/21/2014,4532.100098,8/21/2014,26.75
8/22/2014,4538.549805,8/22/2014,27.200001
8/25/2014,4557.350098,8/25/2014,27.629999
8/26/2014,4570.640137,8/26/2014,27.65
8/27/2014,4569.620117,8/27/2014,28.49
8/28/2014,4557.700195,8/28/2014,28.780001
8/29/2014,4580.27002,8/29/2014,28.98
9/2/2014,4598.189941,9/2/2014,29.030001
9/3/2014,4572.560059,9/3/2014,29.219999
9/4/2014,4562.290039,9/4/2014,29.059999
9/5/2014,4582.899902,9/5/2014,29.549999
9/8/2014,4592.290039,9/8/2014,31.25
9/9/2014,4552.290039,9/9/2014,31.17
9/10/2014,4586.52002,9/10/2014,31.440001
9/11/2014,4591.810059,9/11/2014,30.91
9/12/2014,4567.600098,9/12/2014,29.98
9/15/2014,4518.899902,9/15/2014,27.870001
9/16/2014,4552.759766,9/16/2014,28.07
9/17/2014,4562.189941,9/17/2014,27.959999
9/18/2014,4593.430176,9/18/2014,28.58
9/19/2014,4579.790039,9/19/2014,28.440001
9/22/2014,4527.689941,9/22/2014,27.92
9/23/2014,4508.689941,9/23/2014,28.120001
9/24/2014,4555.220215,9/24/2014,28.290001
9/25/2014,4466.75,9/25/2014,27.91
9/26/2014,4512.189941,9/26/2014,28.23
9/29/2014,4505.850098,9/29/2014,28.780001
9/30/2014,4493.390137,9/30/2014,27.83
10/1/2014,4422.089844,10/1/2014,26.440001
10/2/2014,4430.200195,10/2/2014,26.860001
10/3/2014,4475.620117,10/3/2014,26.91
10/6/2014,4454.799805,10/6/2014,26.780001
10/7/2014,4385.200195,10/7/2014,25.459999
10/8/2014,4468.589844,10/8/2014,26.77
10/9/2014,4378.339844,10/9/2014,24.01
10/10/2014,4276.240234,10/10/2014,24
10/13/2014,4213.660156,10/13/2014,23.540001
10/14/2014,4227.169922,10/14/2014,24.129999
10/15/2014,4215.319824,10/15/2014,22.709999
10/16/2014,4217.390137,10/16/2014,24.1
10/17/2014,4258.439941,10/17/2014,25.01
10/20/2014,4316.069824,10/20/2014,24.879999
10/21/2014,4419.47998,10/21/2014,26.059999
10/22/2014,4382.850098,10/22/2014,25.77
10/23/2014,4452.790039,10/23/2014,26.280001
10/24/2014,4483.720215,10/24/2014,26.200001
10/27/2014,4485.930176,10/27/2014,26.280001
10/28/2014,4564.290039,10/28/2014,28.01
10/29/2014,4549.22998,10/29/2014,28.09
